Component,MW,RD (m),hh (m),mass (kg),cost ($),model,source,note,OEM,outlier?,US market model?
nacelle,0.25,30,30,10500,,Siva 250/50,https://en.wind-turbine-models.com/turbines/477-siva-250-50,,Siva,No,Yes
nacelle,0.4,34.8,32,10300,,DWT Danish Wind Tech Windane 34 US,https://en.wind-turbine-models.com/turbines/567-dwt-danish-wind-tech-windane-34-us,,DWT Danish Wind Tech,No,No
nacelle,0.0599,25.4,30,10000,,C&F CF 60,https://en.wind-turbine-models.com/turbines/1794-c-f-cf-60,,C&F,No,No
nacelle,0.075,25.4,30,10000,,C&F CF 75,https://en.wind-turbine-models.com/turbines/1796-c-f-cf-75,,C&F,No,No
nacelle,0.25,28.5,28.5,10000,,HSW Husumer Schiffs. HSW 250 T,https://en.wind-turbine-models.com/turbines/265-hsw-husumer-schiffs-hsw-250-t,,HSW Husumer Schiffs.,No,No
nacelle,0.36,33,24,10000,,Kenetech KVS-33,https://en.wind-turbine-models.com/turbines/116-kenetech-kvs-33,,Kenetech,No,No
nacelle,0.41,33,25,10000,,Kenetech 33 M-VS,https://en.wind-turbine-models.com/turbines/975-kenetech-33-m-vs,,Kenetech,No,No
nacelle,0.25,31,31,10000,,NedWind NW 31-2/250,https://en.wind-turbine-models.com/turbines/2613-nedwind-nw-31-2-250,,NedWind,No,No
nacelle,0.25,31,31,10000,,NedWind NW 31-3/250,https://en.wind-turbine-models.com/turbines/2614-nedwind-nw-31-3-250,,NedWind,No,No
nacelle,0.5,36,40,10000,,Nordic Windpower AB Nordic 500,https://en.wind-turbine-models.com/turbines/1087-nordic-windpower-ab-nordic-500,,Nordic Windpower AB,No,No
nacelle,0.3,26.5,22,10000,,STORK NEWECS-25,https://en.wind-turbine-models.com/turbines/1031-stork-newecs-25,,STORK,No,No
nacelle,0.15,21,15,10000,,Tacke TW 150,https://en.wind-turbine-models.com/turbines/1644-tacke-tw-150,,Tacke,No,No
nacelle,0.15,21,15,10000,,Tacke WR 150,https://en.wind-turbine-models.com/turbines/1885-tacke-wr-150,,Tacke,No,No
nacelle,0.022,23,31,10000,,Wenergy M 23,https://en.wind-turbine-models.com/turbines/2183-wenergy-m-23,,Wenergy,No,No
nacelle,0.25,25,28.5,10000,,Windey WD25-250,https://en.wind-turbine-models.com/turbines/1238-windey-wd25-250,,Windey,No,No
nacelle,0.25,30,30,9800,,WTN Wind TechnikNord WTN 250/30,https://en.wind-turbine-models.com/turbines/1273-wtn-wind-techniknord-wtn-250-30,,WTN Wind TechnikNord,No,No
nacelle,0.25,29.5,42,9500,,FuhrlÃ¤nder FL 250,https://en.wind-turbine-models.com/turbines/280-fuhrlaender-fl-250,,FuhrlÃ¤nder,No,Yes
nacelle,0.36,33,24.4,9100,,USW U.S. Windpower 33M-VS,https://en.wind-turbine-models.com/turbines/533-usw-u-s-windpower-33m-vs,,USW U.S. Windpower,No,No
nacelle,0.335,36,36,9000,,ADES ADES 335,https://en.wind-turbine-models.com/turbines/814-ades-ades-335,,ADES,No,No
nacelle,0.2,24,30,9000,,Micon M 450,https://en.wind-turbine-models.com/turbines/256-micon-m-450,,Micon,No,No
nacelle,0.175,26,30,9000,,Micon M 530-175,https://en.wind-turbine-models.com/turbines/727-micon-m-530-175,,Micon,No,No
nacelle,0.2,32,55,9000,,Vergnet GEV MP C 200/32,https://en.wind-turbine-models.com/turbines/2004-vergnet-gev-mp-c-200-32,,Vergnet,No,No
nacelle,0.225,32,55,9000,,Vergnet GEV MP C 225/32,https://en.wind-turbine-models.com/turbines/2005-vergnet-gev-mp-c-225-32,,Vergnet,No,No
nacelle,0.25,32,55,9000,,Vergnet GEV MP C 250/32,https://en.wind-turbine-models.com/turbines/2006-vergnet-gev-mp-c-250-32,,Vergnet,No,No
nacelle,0.275,30,55,9000,,Vergnet GEV MP C 275/30,https://en.wind-turbine-models.com/turbines/1996-vergnet-gev-mp-c-275-30,,Vergnet,No,No
nacelle,0.2,30,32,8800,,Vergnet GEV MP R 200/30,https://en.wind-turbine-models.com/turbines/2003-vergnet-gev-mp-r-200-30,,Vergnet,No,No
nacelle,0.2,32,32,8800,,Vergnet GEV MP R 200/32,https://en.wind-turbine-models.com/turbines/2000-vergnet-gev-mp-r-200-32,,Vergnet,No,No
nacelle,0.225,30,32,8800,,Vergnet GEV MP R 225/30,https://en.wind-turbine-models.com/turbines/2002-vergnet-gev-mp-r-225-30,,Vergnet,No,Yes
nacelle,0.225,32,32,8800,,Vergnet GEV MP R 225/32,https://en.wind-turbine-models.com/turbines/1999-vergnet-gev-mp-r-225-32,,Vergnet,No,No
nacelle,0.25,30,32,8800,,Vergnet GEV MP R 250/30,https://en.wind-turbine-models.com/turbines/2001-vergnet-gev-mp-r-250-30,,Vergnet,No,No
nacelle,0.25,32,32,8800,,Vergnet GEV MP R 250/32,https://en.wind-turbine-models.com/turbines/1998-vergnet-gev-mp-r-250-32,,Vergnet,No,No
nacelle,0.275,28,32,8800,,Vergnet GEV MP R 275/28,https://en.wind-turbine-models.com/turbines/1997-vergnet-gev-mp-r-275-28,,Vergnet,No,No
nacelle,0.275,30,32,8800,,Vergnet GEV MP R 275/30,https://en.wind-turbine-models.com/turbines/1995-vergnet-gev-mp-r-275-30,,Vergnet,No,No
nacelle,0.15,23,30,8700,,AN Bonus 150/30,https://en.wind-turbine-models.com/turbines/124-an-bonus-150-30,,AN Bonus,No,No
nacelle,0.15,23,30,8700,,Bonus B23/150 Gittermast,https://en.wind-turbine-models.com/turbines/189-bonus-b23-150-gittermast,,Bonus,No,No
nacelle,0.2,29.8,30,8500,,NEPC SRC 29.8-200,https://en.wind-turbine-models.com/turbines/460-nepc-src-29-8-200,,NEPC,No,No
nacelle,0.225,29.8,30,8500,,NEPC SRC 29.8-225,https://en.wind-turbine-models.com/turbines/461-nepc-src-29-8-225,,NEPC,No,No
nacelle,0.25,31,30,8500,,NEPC SRC 31-250,https://en.wind-turbine-models.com/turbines/462-nepc-src-31-250,,NEPC,No,No
nacelle,0.4,35.4,40,8500,,Nordic Windpower AB Nordic 400,https://en.wind-turbine-models.com/turbines/1086-nordic-windpower-ab-nordic-400,,Nordic Windpower AB,No,No
nacelle,0.25,31,30,8500,,SRC Green Power SRC 31-250,https://en.wind-turbine-models.com/turbines/463-src-green-power-src-31-250,,SRC Green Power,No,No
nacelle,0.2,30,55,8400,,Vergnet GEV MP C 200/30,https://en.wind-turbine-models.com/turbines/2007-vergnet-gev-mp-c-200-30,,Vergnet,No,No
nacelle,0.2,29.8,36,8300,,WESPA 200/29,https://en.wind-turbine-models.com/turbines/1549-wespa-200-29,,WESPA,No,No
nacelle,0.2,31,36,8300,,WESPA 200/31,https://en.wind-turbine-models.com/turbines/1550-wespa-200-31,,WESPA,No,No
nacelle,0.0599,23,34.5,8100,,ESPE FX EVO 23-60,https://en.wind-turbine-models.com/turbines/2485-espe-fx-evo-23-60,,ESPE,No,No
nacelle,0.15,20,21,8100,,Made - Endesa AE-20,https://en.wind-turbine-models.com/turbines/973-made-endesa-ae-20,,Made - Endesa,No,No
nacelle,0.15,20,21,8100,,Made - Endesa AE-20 Prototype,https://en.wind-turbine-models.com/turbines/586-made-endesa-ae-20-prototype,,Made - Endesa,No,No
nacelle,0.25,26,30,8000,,Micon M 530,https://en.wind-turbine-models.com/turbines/257-micon-m-530,,Micon,No,No
nacelle,0.25,27.8,36,8000,,Micon M 600/250,https://en.wind-turbine-models.com/turbines/1093-micon-m-600-250,,Micon,No,No
nacelle,0.225,29.8,30,8000,,Micon M 700-225,https://en.wind-turbine-models.com/turbines/377-micon-m-700-225,,Micon,No,Yes
nacelle,0.05,21.5,25,8000,,Ghrepower FD21-50,https://en.wind-turbine-models.com/turbines/1057-ghrepower-fd21-50,,Ghrepower,No,No
nacelle,0.0599,21.5,25,8000,,Ghrepower FD21-60,https://en.wind-turbine-models.com/turbines/1058-ghrepower-fd21-60,,Ghrepower,No,No
nacelle,0.15,27,31,8000,,Wind World W2700,https://en.wind-turbine-models.com/turbines/238-wind-world-w2700,,Wind World,No,No
nacelle,0.225,27,30,7900,,ACSA A27/225,https://en.wind-turbine-models.com/turbines/817-acsa-a27-225,,ACSA,No,No
nacelle,0.225,29,31.5,7900,,ACSA A29/225,https://en.wind-turbine-models.com/turbines/2376-acsa-a29-225,,ACSA,No,No
nacelle,0.225,27,30,7900,,Vestas V27,https://en.wind-turbine-models.com/turbines/274-vestas-v27,,Vestas,No,Yes
nacelle,0.225,29,31.5,7900,,Vestas V29,https://en.wind-turbine-models.com/turbines/273-vestas-v29,,Vestas,No,No
nacelle,0.25,29.2,31,7900,,Wind World W3000/250,https://en.wind-turbine-models.com/turbines/379-wind-world-w3000-250,,Wind World,No,Yes
nacelle,0.06,24.4,23,7800,,NPS Northern Power NPS 60-24,https://en.wind-turbine-models.com/turbines/1270-nps-northern-power-nps-60-24,,NPS Northern Power,No,No
nacelle,0.2,24,30,7600,,Danwin Danwin 24/200,https://en.wind-turbine-models.com/turbines/223-danwin-danwin-24-200,,Danwin,No,No
nacelle,0.225,27,30,7600,,Danwin Danwin 27/225,https://en.wind-turbine-models.com/turbines/1642-danwin-danwin-27-225,,Danwin,No,No
nacelle,0.225,27,30,7600,,GET Danwin 225/27,https://en.wind-turbine-models.com/turbines/682-get-danwin-225-27,,GET Danwin,No,No
nacelle,0.225,29,30,7600,,GET Danwin 225/29,https://en.wind-turbine-models.com/turbines/409-get-danwin-225-29,,GET Danwin,No,No
nacelle,0.15,24,30,7600,,Norwin 24 STALL 150,https://en.wind-turbine-models.com/turbines/225-norwin-24-stall-150,,Norwin,No,No
nacelle,0.225,27,30,7600,,Norwin 27 STALL 225,https://en.wind-turbine-models.com/turbines/2356-norwin-27-stall-225,,Norwin,No,No
nacelle,0.2,29.1,30,7600,,Norwin 29 STALL 200,https://en.wind-turbine-models.com/turbines/2353-norwin-29-stall-200,,Norwin,No,No
nacelle,0.225,29.1,30,7600,,Norwin 29 STALL 225,https://en.wind-turbine-models.com/turbines/226-norwin-29-stall-225,,Norwin,No,Yes
nacelle,0.25,28,32.8,7600,,Zephyr AB WTS 28.250,https://en.wind-turbine-models.com/turbines/1030-zephyr-ab-wts-28-250,,Zephyr AB,No,No
nacelle,0.16,23,22.5,7500,,Danwin Danwin 23/160,https://en.wind-turbine-models.com/turbines/599-danwin-danwin-23-160,,Danwin,No,Yes
nacelle,0.0499,20.7,34.5,7500,,ESPE FX EVO 21-50,https://en.wind-turbine-models.com/turbines/2484-espe-fx-evo-21-50,,ESPE,No,No
nacelle,0.25,27,36,7500,,Lagerwey LW 27/250,https://en.wind-turbine-models.com/turbines/378-lagerwey-lw-27-250,,Lagerwey,No,No
nacelle,0.25,25,29,7500,,Newinco 25 PI 250,https://en.wind-turbine-models.com/turbines/331-newinco-25-pi-250,,Newinco,No,No
nacelle,0.1,21,23,7500,,XANT XANT M-21,https://en.wind-turbine-models.com/turbines/1455-xant-xant-m-21,,XANT,No,No
nacelle,0.095,24,23,7500,,XANT XANT M-24,https://en.wind-turbine-models.com/turbines/1643-xant-xant-m-24,,XANT,No,No
nacelle,0.165,25,22.7,7400,,KÃ¶ster Adler 25,https://en.wind-turbine-models.com/turbines/234-koester-adler-25,,KÃ¶ster,No,No
nacelle,0.25,29.6,50,7300,,CWEL C 30 / 250 KW,https://en.wind-turbine-models.com/turbines/443-cwel-c-30-250-kw,,CWEL,No,No
nacelle,0.2,25,30,7100,,Vestas V25,https://en.wind-turbine-models.com/turbines/276-vestas-v25,,Vestas,No,No
nacelle,0.25,30,30,7100,,WES 30/250,https://en.wind-turbine-models.com/turbines/923-wes-30-250,,WES,No,No
nacelle,0.225,29,30,6900,,Aeronautica 29-225,https://en.wind-turbine-models.com/turbines/497-aeronautica-29-225,,Aeronautica,No,No
nacelle,0.225,33,30,6900,,Aeronautica 33-225,https://en.wind-turbine-models.com/turbines/498-aeronautica-33-225,,Aeronautica,No,No
nacelle,0.095,24.4,37,6900,,WEG AGW 100,https://en.wind-turbine-models.com/turbines/1698-weg-agw-100,,WEG,No,Yes
nacelle,0.06,22.3,,6800,,Aeolos Aeolos-H 60kW,https://en.wind-turbine-models.com/turbines/1855-aeolos-aeolos-h-60kw,,Aeolos,No,No
nacelle,0.1,34,22.3,6800,,Allgaier StGW-34,https://en.wind-turbine-models.com/turbines/144-allgaier-stgw-34,,Allgaier,No,No
nacelle,0.4,21.5,24.5,6800,,Fayette Model 400,https://en.wind-turbine-models.com/turbines/2730-fayette-model-400,,Fayette,No,No
nacelle,0.22,25,31,6800,,Wind World W2500,https://en.wind-turbine-models.com/turbines/239-wind-world-w2500,,Wind World,No,No
nacelle,0.15,28,30,6800,,Wind World W2800/150,https://en.wind-turbine-models.com/turbines/723-wind-world-w2800-150,,Wind World,No,No
nacelle,0.05,16,22,6500,,awinco L50-200,https://en.wind-turbine-models.com/turbines/1186-awinco-l50-200,,awinco,No,Yes
nacelle,0.1,20.7,29,6500,,NPS Northern Power NPS 100C-21,https://en.wind-turbine-models.com/turbines/1269-nps-northern-power-nps-100c-21,,NPS Northern Power,No,Yes
nacelle,0.11,19.2,24,6300,,DWP D110/19,https://en.wind-turbine-models.com/turbines/1388-dwp-d110-19,,DWP,No,No
nacelle,0.108,18.9,24.4,6300,,Micon 108 US,https://en.wind-turbine-models.com/turbines/588-micon-108-us,,Micon,No,No
nacelle,0.108,19.3,23,6300,,Wenergy M 108/ M 95,https://en.wind-turbine-models.com/turbines/2185-wenergy-m-108-m-95,,Wenergy,No,Yes
nacelle,0.1,21,23,6300,,Wincon W99 XT,https://en.wind-turbine-models.com/turbines/604-wincon-w99-xt,,Wincon,No,No
nacelle,0.108,19,23,6300,,Wincon M 100,https://en.wind-turbine-models.com/turbines/2188-wincon-m-100,,Wincon,No,No
nacelle,0.1,21,35,6200,,FuhrlÃ¤nder FL 100 astOs,https://en.wind-turbine-models.com/turbines/279-fuhrlaender-fl-100-astos,,FuhrlÃ¤nder,No,No
nacelle,0.108,18.9,23.8,6200,,Micon 108,https://en.wind-turbine-models.com/turbines/562-micon-108,,Micon,No,Yes
nacelle,0.3,25,22.6,6200,,WindMaster / HMZ WM 300/25,https://en.wind-turbine-models.com/turbines/2194-windmaster-hmz-wm-300-25,,WindMaster / HMZ,No,No
nacelle,0.05,18,,6100,,Aeolos Aeolos-H 50kW,https://en.wind-turbine-models.com/turbines/1856-aeolos-aeolos-h-50kw,,Aeolos,No,No
nacelle,0.15,23.8,23,6000,,Bonus B23/150 Nacelle,https://en.wind-turbine-models.com/turbines/187-bonus-b23-150-nacelle,,Bonus,No,No
nacelle,0.25,30,40,6000,,Lagerwey LW 30/250,https://en.wind-turbine-models.com/turbines/380-lagerwey-lw-30-250,,Lagerwey,No,No
nacelle,0.15,24.6,32.5,6000,,Nordtank NTK 150,https://en.wind-turbine-models.com/turbines/166-nordtank-ntk-150,,Nordtank,No,No
nacelle,0.16,24.6,32.5,6000,,Nordtank NTK 160,https://en.wind-turbine-models.com/turbines/1425-nordtank-ntk-160,,Nordtank,No,No
nacelle,0.275,32,32,6000,,Vergnet GEV MP R 275/32,https://en.wind-turbine-models.com/turbines/436-vergnet-gev-mp-r-275-32,,Vergnet,No,No
nacelle,0.275,32,55,6000,,Vergnet GEV MP C 275/32,https://en.wind-turbine-models.com/turbines/437-vergnet-gev-mp-c-275-32,,Vergnet,No,No
nacelle,0.18,23.2,30,5900,,Danwin Danwin 23,https://en.wind-turbine-models.com/turbines/221-danwin-danwin-23,,Danwin,No,No
nacelle,0.18,24,30,5900,,Danwin Danwin 24/180,https://en.wind-turbine-models.com/turbines/1470-danwin-danwin-24-180,,Danwin,No,No
nacelle,0.075,15.3,24,5800,,DWP D75/15,https://en.wind-turbine-models.com/turbines/1387-dwp-d75-15,,DWP,No,No
nacelle,0.15,23,30,5700,,Bonus B23/150 Konisk RÃ¸rtÃ¥rn,https://en.wind-turbine-models.com/turbines/190-bonus-b23-150-konisk-r-rt-rn,,Bonus,No,No
nacelle,0.065,16,25,5700,,Micon M 65/13/US,https://en.wind-turbine-models.com/turbines/606-micon-m-65-13-us,,Micon,No,Yes
nacelle,0.065,16.5,24,5700,,Nordtank NTK 65,https://en.wind-turbine-models.com/turbines/564-nordtank-ntk-65,,Nordtank,No,Yes
nacelle,0.2,23,30,5500,,AWP A/S AWP 200/23,https://en.wind-turbine-models.com/turbines/1872-awp-a-s-awp-200-23,,AWP A/S,No,No
nacelle,0.055,16.6,22,5500,,NEPC SRC 16.6-55,https://en.wind-turbine-models.com/turbines/459-nepc-src-16-6-55,,NEPC,No,No
nacelle,0.099,19.6,23,5500,,Wincon W99,https://en.wind-turbine-models.com/turbines/707-wincon-w99,,Wincon,No,Yes
nacelle,0.11,19.6,23,5500,,"Wincon W110/19,6",https://en.wind-turbine-models.com/turbines/2189-wincon-w110-19-6,,Wincon,No,No
nacelle,0.051,16.5,30,5500,,XZERES Wind 50,https://en.wind-turbine-models.com/turbines/1730-xzeres-wind-50,,XZERES Wind,No,No
nacelle,0.11,22,25.2,5400,,Seewind S 20 110,https://en.wind-turbine-models.com/turbines/38-seewind-s-20-110,,Seewind,No,No
nacelle,0.132,22,25.2,5400,,Seewind S 25 132,https://en.wind-turbine-models.com/turbines/1082-seewind-s-25-132,,Seewind,No,No
nacelle,0.22,26,50,5400,,Vergnet GEV 220/26,https://en.wind-turbine-models.com/turbines/433-vergnet-gev-220-26,,Vergnet,No,No
nacelle,0.06,21.8,33.5,5300,,Stoma ST-K60/D22,https://en.wind-turbine-models.com/turbines/1608-stoma-st-k60-d22,,Stoma,No,No
nacelle,0.1,22,35,5300,,Stoma ST-K100/D22,https://en.wind-turbine-models.com/turbines/1609-stoma-st-k100-d22,,Stoma,No,No
nacelle,0.059,23.2,24,5200,,Rago Freccia 59/23.2,https://en.wind-turbine-models.com/turbines/1836-rago-freccia-59-23-2,,Rago,No,No
nacelle,0.045,12,12,5200,,SchÃ¶nball Energie NOAH 10/45 kW,https://en.wind-turbine-models.com/turbines/1441-schoenball-energie-noah-10-45-kw,,SchÃ¶nball Energie,No,No
nacelle,0.1,22.5,37,5000,,Argolabe Turbec-100,https://en.wind-turbine-models.com/turbines/426-argolabe-turbec-100,,Argolabe,No,No
nacelle,0.08,18,28.5,5000,,Enercon E-18,https://en.wind-turbine-models.com/turbines/353-enercon-e-18,,Enercon,No,No
nacelle,0.0599,26,30,5000,,Tozzi Green Victory 26-60,https://en.wind-turbine-models.com/turbines/1601-tozzi-green-victory-26-60,,Tozzi Green,No,No
nacelle,0.3,29.2,50,5000,,USA Solar & Wind Cannon Wind Eagle 300/30,https://en.wind-turbine-models.com/turbines/2706-usa-solar-wind-cannon-wind-eagle-300-30,,USA Solar & Wind,No,No
nacelle,0.25,25,25,5000,,WEG Wind EnergyGroup WEG MS-2,https://en.wind-turbine-models.com/turbines/609-weg-wind-energygroup-weg-ms-2,,WEG Wind EnergyGroup,No,No
nacelle,0.1,29,27.5,4800,,ADES ADES 100,https://en.wind-turbine-models.com/turbines/813-ades-ades-100,,ADES,No,No
nacelle,0.06,29,26.5,4700,,ADES ADES 60,https://en.wind-turbine-models.com/turbines/812-ades-ades-60,,ADES,No,No
nacelle,0.1,20,24,4600,,ACSA A20/100,https://en.wind-turbine-models.com/turbines/2374-acsa-a20-100,,ACSA,No,No
nacelle,0.09,18.8,23.2,4600,,Vestas V19-90,https://en.wind-turbine-models.com/turbines/1700-vestas-v19-90,,Vestas,No,No
nacelle,0.1,20,24,4600,,Vestas V20,https://en.wind-turbine-models.com/turbines/618-vestas-v20,,Vestas,No,No
nacelle,0.12,20,23.4,4600,,Vestas V20-120,https://en.wind-turbine-models.com/turbines/2707-vestas-v20-120,,Vestas,No,Yes
nacelle,0.5,36.6,45,4500,,Carter CWT 500,https://en.wind-turbine-models.com/turbines/505-carter-cwt-500,,Carter,No,No
nacelle,0.055,16,18,4500,,Micon M 55/11,https://en.wind-turbine-models.com/turbines/255-micon-m-55-11,,Micon,No,No
nacelle,0.06,15.8,18,4500,,Ryse Energy E-60,https://en.wind-turbine-models.com/turbines/2590-ryse-energy-e-60,,Ryse Energy,No,No
nacelle,0.08,21,40,4500,,Tacke TW 80,https://en.wind-turbine-models.com/turbines/263-tacke-tw-80,,Tacke,No,No
nacelle,0.065,16,23,4500,,Wenergy M 66-13-US/ M 55-11,https://en.wind-turbine-models.com/turbines/2184-wenergy-m-66-13-us-m-55-11,,Wenergy,No,No
nacelle,0.055,16,23,4500,,Wincon M 55/11,https://en.wind-turbine-models.com/turbines/2187-wincon-m-55-11,,Wincon,No,No
nacelle,0.0198,15.9,40,4400,,ESPE FX EVO 16-20-40,https://en.wind-turbine-models.com/turbines/2483-espe-fx-evo-16-20-40,,ESPE,No,No
nacelle,0.06,17.8,24,4200,,EolArt EOL-CK-60,https://en.wind-turbine-models.com/turbines/685-eolart-eol-ck-60,,EolArt,No,No
nacelle,0.15,23.2,29.7,4200,,Wind World W2320/150,https://en.wind-turbine-models.com/turbines/237-wind-world-w2320-150,,Wind World,No,No
nacelle,0.16,23.2,29.7,4200,,Wind World W2320/160,https://en.wind-turbine-models.com/turbines/242-wind-world-w2320-160,,Wind World,No,No
nacelle,0.08,17,23.4,4100,,Tellus T-1780,https://en.wind-turbine-models.com/turbines/673-tellus-t-1780,,Tellus,No,No
nacelle,0.075,17,18,4100,,Windmatic WM 17s-75,https://en.wind-turbine-models.com/turbines/177-windmatic-wm-17s-75,,Windmatic,No,No
nacelle,0.075,17,18,4100,,Windmatic WM 17-75,https://en.wind-turbine-models.com/turbines/683-windmatic-wm-17-75,,Windmatic,No,Yes
nacelle,0.095,17,18,4100,,Windmatic WM 17s-95,https://en.wind-turbine-models.com/turbines/590-windmatic-wm-17s-95,,Windmatic,No,No
nacelle,0.007,15.6,25,4000,,Mandt Wodan,https://en.wind-turbine-models.com/turbines/1556-mandt-wodan,,Mandt,No,No
nacelle,0.066,15.5,18,4000,,Windmatic WM 15s-66,https://en.wind-turbine-models.com/turbines/593-windmatic-wm-15s-66,,Windmatic,No,Yes
nacelle,0.3,30,45,3900,,Carter CWT 300,https://en.wind-turbine-models.com/turbines/504-carter-cwt-300,,Carter,No,No
nacelle,0.1,23,42.6,3800,,Autoflug A 100,https://en.wind-turbine-models.com/turbines/375-autoflug-a-100,,Autoflug,No,Yes
nacelle,0.1,17,19,3700,,AWP AWP 56-100,https://en.wind-turbine-models.com/turbines/976-awp-awp-56-100,,AWP,No,No
nacelle,0.1075,17,18,3700,,Fly-Tech Ð²ÐµÑ‚Ñ€Ð¾Ñ‚ÑƒÑ€Ð±Ð¸Ð½ 56-100,https://en.wind-turbine-models.com/turbines/140-fly-tech-56-100,,Fly-Tech Ð²ÐµÑ‚Ñ€Ð¾Ñ‚ÑƒÑ€Ð±Ð¸Ð½,No,No
nacelle,0.03,19.5,22,3600,,Solutions 4 Energy 30K20,https://en.wind-turbine-models.com/turbines/2127-solutions-4-energy-30k20,,Solutions 4 Energy,No,No
nacelle,0.1,20,30.5,3600,,Ventis V20 100,https://en.wind-turbine-models.com/turbines/183-ventis-v20-100,,Ventis,No,No
nacelle,0.06,21.5,30,3500,,DeimosWind DT 2160,https://en.wind-turbine-models.com/turbines/705-deimoswind-dt-2160,,DeimosWind,No,No
nacelle,0.06,21.5,30,3500,,DeimosWind DT 2169,https://en.wind-turbine-models.com/turbines/702-deimoswind-dt-2169,,DeimosWind,No,No
nacelle,0.015,12,12,3500,,Riamwind 15kW lens wind turbine,https://en.wind-turbine-models.com/turbines/2500-riamwind-15kw-lens-wind-turbine,,Riamwind,No,No
nacelle,0.02,11,24,3500,,Ropatec T20 proS,https://en.wind-turbine-models.com/turbines/1763-ropatec-t20-pros,,Ropatec,No,No
nacelle,0.03,11,24,3500,,Ropatec T30 proS,https://en.wind-turbine-models.com/turbines/1764-ropatec-t30-pros,,Ropatec,No,No
nacelle,0.03,15.9,22,3500,,Solutions 4 Energy 30K16,https://en.wind-turbine-models.com/turbines/2126-solutions-4-energy-30k16,,Solutions 4 Energy,No,No
nacelle,0.045,12.5,24,3200,,Tacke TW 45,https://en.wind-turbine-models.com/turbines/1398-tacke-tw-45,,Tacke,No,No
nacelle,0.12,20.8,24,3100,,Wind World W2080,https://en.wind-turbine-models.com/turbines/241-wind-world-w2080,,Wind World,No,No
nacelle,0.03,13,30.5,3000,,KÃ¤hler Maschinenbau KANO Rotor,https://en.wind-turbine-models.com/turbines/251-kaehler-maschinenbau-kano-rotor,,KÃ¤hler Maschinenbau,No,No
nacelle,0.08,18,32,3000,,Lagerwey LW 18/80,https://en.wind-turbine-models.com/turbines/79-lagerwey-lw-18-80,,Lagerwey,No,No
